city,local,co,no2,o3,pm10,pm25,so2
Fatehabad ,2020-10-28T13:00:00+05:30,1080,2.35,106.05,283.5,210.3,8.42
Fatehabad ,2020-10-28T15:30:00+05:30,730,7.4,138.46,150.7,82.1,10.41
Fatehabad ,2020-10-28T15:45:00+05:30,720,7.04,121.93,150.7,82.1,9.8
Fatehabad ,2020-10-28T16:45:00+05:30,650,6.24,168.81,143.1,86.8,7.87
India,2020-10-26T05:00:00+05:30,650,6.24,168.81,143.1,60,7.87
India,2020-10-26T06:00:00+05:30,650,6.24,168.81,143.1,81,7.87
India,2020-10-26T07:00:00+05:30,650,6.24,168.81,143.1,107,7.87
India,2020-10-26T08:00:00+05:30,650,6.24,168.81,143.1,73,7.87
India,2020-10-26T09:00:00+05:30,650,6.24,168.81,143.1,53,7.87
India,2020-10-26T11:00:00+05:30,650,6.24,168.81,143.1,43,7.87
India,2020-10-26T12:00:00+05:30,650,6.24,168.81,143.1,39,7.87
India,2020-10-26T18:00:00+05:30,650,6.24,168.81,143.1,52,7.87
India,2020-10-26T20:00:00+05:30,650,6.24,168.81,143.1,51,7.87
India,2020-10-26T21:00:00+05:30,650,6.24,168.81,143.1,63,7.87
India,2020-10-26T22:00:00+05:30,650,6.24,168.81,143.1,69,7.87
India,2020-10-26T23:00:00+05:30,650,6.24,168.81,143.1,69,7.87
India,2020-10-27T00:00:00+05:30,650,6.24,168.81,143.1,70,7.87
India,2020-10-27T01:00:00+05:30,650,6.24,168.81,143.1,71,7.87
India,2020-10-27T02:00:00+05:30,650,6.24,168.81,143.1,62,7.87
India,2020-10-27T03:00:00+05:30,650,6.24,168.81,143.1,64,7.87
India,2020-10-27T04:00:00+05:30,650,6.24,168.81,143.1,67,7.87
India,2020-10-27T05:00:00+05:30,650,6.24,168.81,143.1,71,7.87
India,2020-10-27T07:00:00+05:30,650,6.24,168.81,143.1,76,7.87
India,2020-10-27T08:00:00+05:30,650,6.24,168.81,143.1,71,7.87
India,2020-10-27T10:00:00+05:30,650,6.24,168.81,143.1,56,7.87
India,2020-10-27T12:00:00+05:30,650,6.24,168.81,143.1,55,7.87
India,2020-10-27T17:00:00+05:30,650,6.24,168.81,143.1,58,7.87
India,2020-10-27T18:00:00+05:30,650,6.24,168.81,143.1,66,7.87
India,2020-10-27T20:00:00+05:30,650,6.24,168.81,143.1,69,7.87
India,2020-10-27T21:00:00+05:30,650,6.24,168.81,143.1,77,7.87
India,2020-10-28T00:00:00+05:30,650,6.24,168.81,143.1,54,7.87
India,2020-10-28T01:00:00+05:30,650,6.24,168.81,143.1,55,7.87
India,2020-10-28T02:00:00+05:30,650,6.24,168.81,143.1,50,7.87
India,2020-10-28T06:00:00+05:30,650,6.24,168.81,143.1,83,7.87
India,2020-10-28T07:00:00+05:30,650,6.24,168.81,143.1,114,7.87
India,2020-10-28T10:00:00+05:30,650,6.24,168.81,143.1,49,7.87
India,2020-10-28T12:00:00+05:30,650,6.24,168.81,143.1,47,7.87
India,2020-10-28T13:00:00+05:30,650,6.24,168.81,143.1,46,7.87
India,2020-10-28T14:00:00+05:30,650,6.24,168.81,143.1,45,7.87
India,2020-10-28T15:00:00+05:30,650,6.24,168.81,143.1,46,7.87
Vijayapura,2020-10-26T08:45:00+05:30,850,7.88,54.15,70.13,29.88,1.59
Vijayapura,2020-10-26T09:30:00+05:30,840,9.03,57.17,66.6,37.9,0.92
Vijayapura,2020-10-26T19:00:00+05:30,1200,10.79,49.15,86.22,52.56,2.14
Vijayapura,2020-10-26T19:45:00+05:30,1180,11.42,39.56,71.01,51.29,2.52
Vijayapura,2020-10-26T20:15:00+05:30,1170,12.29,33.09,71.01,46.21,2.44
Vijayapura,2020-10-26T20:45:00+05:30,1180,10.81,40.87,84.39,43.67,2.16
Vijayapura,2020-10-26T21:45:00+05:30,1200,11.4,19.02,79.98,45.37,1.83
Vijayapura,2020-10-26T22:45:00+05:30,1020,9.33,44.23,66.85,38.1,2.61
Vijayapura,2020-10-27T00:15:00+05:30,1070,8.51,31.17,91.82,46.83,1.57
Vijayapura,2020-10-27T01:00:00+05:30,890,8.05,41.5,999.99,48.81,2.25
Vijayapura,2020-10-27T01:15:00+05:30,840,7.51,41.6,999.99,44.14,1.95
Vijayapura,2020-10-27T03:15:00+05:30,890,7.23,39.76,999.99,45.67,1.37
Vijayapura,2020-10-27T04:00:00+05:30,930,7.5,32.52,999.99,42.58,2.02
Vijayapura,2020-10-27T05:15:00+05:30,910,7.34,33.88,999.99,33.89,3.26
Vijayapura,2020-10-27T06:15:00+05:30,790,7.05,35.8,999.99,37.1,1.08
Vijayapura,2020-10-27T07:45:00+05:30,1150,9.94,30.27,999.99,34.31,1.25
Vijayapura,2020-10-27T11:15:00+05:30,650,8.34,97.65,999.99,39.81,3.04
Vijayapura,2020-10-27T12:15:00+05:30,550,8.16,107.6,999.99,46.69,2.59
Vijayapura,2020-10-27T13:00:00+05:30,570,7.26,56.06,58,49.39,1.58
Vijayapura,2020-10-27T18:00:00+05:30,920,8.46,51.88,78.39,46.78,2.84
Vijayapura,2020-10-27T18:30:00+05:30,1150,9.44,40.22,78.49,49.55,3.92
Vijayapura,2020-10-27T18:45:00+05:30,1160,10,33.73,78.49,49.55,3.47
Vijayapura,2020-10-27T19:00:00+05:30,1050,10.39,26.64,78.49,49.55,3.41
Vijayapura,2020-10-27T19:30:00+05:30,1150,10.07,29.56,84.4,52.47,4.23
Vijayapura,2020-10-27T19:45:00+05:30,1060,9.87,32.64,84.46,52.47,3.6
Vijayapura,2020-10-27T20:15:00+05:30,1000,10.68,23.63,84.46,47.47,2.65
Vijayapura,2020-10-27T20:30:00+05:30,1110,11.5,14.87,78.83,44.96,2.35
Vijayapura,2020-10-27T20:45:00+05:30,1130,11.77,11.46,78.77,44.96,2.87
Vijayapura,2020-10-27T21:00:00+05:30,1150,12.66,2.68,78.77,44.96,2.5
Vijayapura,2020-10-27T21:15:00+05:30,1150,12.92,1.01,78.77,49.37,3.61
Vijayapura,2020-10-27T22:15:00+05:30,1090,10.71,19.47,79.42,45.46,3.74
Vijayapura,2020-10-27T23:00:00+05:30,910,9.42,28.92,71.62,42.4,4.29
Vijayapura,2020-10-28T00:30:00+05:30,770,9.22,32.33,74.08,51.08,2.17
Vijayapura,2020-10-28T00:45:00+05:30,780,8.93,39.06,74.14,51.08,1.84
Vijayapura,2020-10-28T01:15:00+05:30,750,8.24,41.8,74.14,45.84,1.57
Vijayapura,2020-10-28T01:30:00+05:30,760,8.03,40.52,76.52,43.22,2.18
Vijayapura,2020-10-28T01:45:00+05:30,760,8.8,33.68,76.54,43.22,0.82
Vijayapura,2020-10-28T02:15:00+05:30,770,8.91,41.03,76.54,38.57,0.82
Vijayapura,2020-10-28T02:45:00+05:30,840,9.1,36.69,77.82,36.25,1.38
Vijayapura,2020-10-28T03:15:00+05:30,850,8.86,33.08,77.82,36.71,2.04
Vijayapura,2020-10-28T07:00:00+05:30,1000,10.1,12.23,74.75,27.33,0.37
Vijayapura,2020-10-28T07:30:00+05:30,1010,11.13,17.83,85.43,32.95,1.18
Vijayapura,2020-10-28T11:00:00+05:30,850,8.55,59.11,63.69,30.96,2.52
Vijayapura,2020-10-28T11:15:00+05:30,830,8.44,65.84,63.69,32.88,2
Vijayapura,2020-10-28T11:45:00+05:30,860,8.64,62.85,70.07,33.84,2.88
Vijayapura,2020-10-28T12:15:00+05:30,850,8.52,61.78,70.07,40.33,2.99
Vijayapura,2020-10-28T12:30:00+05:30,850,8.6,61.93,64.9,43.57,3.23
Vijayapura,2020-10-28T13:15:00+05:30,890,8.98,64.2,64.84,39.08,2.49
Vijayapura,2020-10-28T15:30:00+05:30,1010,8.66,58.72,69.14,46.83,3.8
Hyderabad,2020-10-26T04:45:00+05:30,620,15.1,7.8,116,67,4.8
Hyderabad,2020-10-26T05:15:00+05:30,580,12,8.3,116,67,4.7
Hyderabad,2020-10-26T06:00:00+05:30,570,12.2,9.9,129,71,2.8
Hyderabad,2020-10-26T06:15:00+05:30,570,11.6,9.6,129,71,1.7
Hyderabad,2020-10-26T06:45:00+05:30,770,17.8,10.4,140,77,1.8
Hyderabad,2020-10-26T07:15:00+05:30,680,11.3,9,140,77,1.2
Hyderabad,2020-10-26T07:45:00+05:30,650,13.7,14.1,130,61,1.8
Hyderabad,2020-10-26T09:00:00+05:30,600,11.9,32.5,110,65,5.2
Hyderabad,2020-10-26T09:45:00+05:30,540,11.5,48.3,123,65,13.3
Hyderabad,2020-10-26T12:15:00+05:30,330,4.3,62.8,97,43,9.5
Hyderabad,2020-10-26T19:15:00+05:30,760,43.3,25.6,187,86,49.2
Hyderabad,2020-10-26T19:45:00+05:30,760,39.9,30.1,170,81,25.1
Hyderabad,2020-10-26T20:15:00+05:30,800,44.3,22.6,170,81,42.7
Hyderabad,2020-10-26T20:30:00+05:30,780,39.8,29.3,170,81,29.5
Hyderabad,2020-10-26T20:45:00+05:30,760,35,33.9,182,85,17.5
Hyderabad,2020-10-26T22:00:00+05:30,780,42.6,23,179,74,35.8
Hyderabad,2020-10-26T22:45:00+05:30,820,49,16,179,83,63.3
Hyderabad,2020-10-26T23:00:00+05:30,780,49.9,17.3,179,83,45.8
Hyderabad,2020-10-27T00:30:00+05:30,660,35.4,15,179,81,20.7
Hyderabad,2020-10-27T01:00:00+05:30,700,33.4,13.6,188,81,18.5
Hyderabad,2020-10-27T01:15:00+05:30,690,29.9,13.1,188,81,16.5
Hyderabad,2020-10-27T01:30:00+05:30,680,28,12.6,188,81,15.3
Hyderabad,2020-10-27T03:30:00+05:30,580,20.8,11.8,137,85,10.8
Hyderabad,2020-10-27T04:00:00+05:30,570,19.8,13.2,127,83,10
Hyderabad,2020-10-27T05:15:00+05:30,530,17.6,15.4,122,85,10.2
Hyderabad,2020-10-27T06:15:00+05:30,540,15.4,11.4,175,75,10.8
Hyderabad,2020-10-27T06:45:00+05:30,810,29.6,13.5,176,72,12.2
Hyderabad,2020-10-27T07:00:00+05:30,800,30.3,15.2,176,72,12.7
Hyderabad,2020-10-27T08:00:00+05:30,700,22.5,21.9,182,79,13
Hyderabad,2020-10-27T11:15:00+05:30,450,11.9,81.6,121,66,13.5
Hyderabad,2020-10-27T11:30:00+05:30,450,11,68.9,121,66,17.5
Hyderabad,2020-10-27T12:30:00+05:30,380,8.7,69.7,116,61,11.7
Hyderabad,2020-10-27T13:00:00+05:30,410,7.2,70.7,104,56,10.5
Hyderabad,2020-10-27T18:15:00+05:30,600,20.7,49.2,140,65,20.5
Hyderabad,2020-10-27T18:45:00+05:30,600,25.4,38,166,73,24.5
Hyderabad,2020-10-27T19:00:00+05:30,640,27.1,33.3,166,73,20.6
Hyderabad,2020-10-27T19:15:00+05:30,650,29.2,29.6,166,73,16.5
Hyderabad,2020-10-27T19:45:00+05:30,780,39,18,173,84,16.8
Hyderabad,2020-10-27T20:15:00+05:30,760,35.9,26.5,173,84,14.5
Hyderabad,2020-10-27T20:45:00+05:30,700,27.8,33.6,174,76,9.1
Hyderabad,2020-10-27T21:00:00+05:30,700,28.5,32.8,174,76,7.3
Hyderabad,2020-10-27T21:15:00+05:30,700,28.6,30.3,174,76,8.9
Hyderabad,2020-10-27T21:30:00+05:30,680,28.3,30.2,174,76,9.5
Hyderabad,2020-10-27T22:30:00+05:30,690,27.7,23.6,154,74,7.5
Hyderabad,2020-10-27T23:15:00+05:30,700,24.2,17.1,150,68,6
Hyderabad,2020-10-28T00:45:00+05:30,720,20.7,12.2,99,62,6.4
Hyderabad,2020-10-28T01:00:00+05:30,730,24.7,13.5,99,62,4.7
Hyderabad,2020-10-28T01:30:00+05:30,720,23.3,7.1,99,62,5
Hyderabad,2020-10-28T01:45:00+05:30,730,24,7.8,108,71,5.1
Hyderabad,2020-10-28T02:00:00+05:30,730,22.3,8.6,108,71,5.1
Hyderabad,2020-10-28T02:15:00+05:30,720,23.5,6.5,108,71,5
Hyderabad,2020-10-28T02:30:00+05:30,730,23.8,6.9,108,71,6.1
Hyderabad,2020-10-28T03:15:00+05:30,720,22.9,7.8,113,63,5.8
Hyderabad,2020-10-28T05:45:00+05:30,690,20.3,7.5,143,63,7.8
Hyderabad,2020-10-28T06:15:00+05:30,690,20.1,9.1,143,63,7.7
Hyderabad,2020-10-28T07:15:00+05:30,610,16.9,11,158,63,9.1
Hyderabad,2020-10-28T07:45:00+05:30,680,17.8,12.9,177,63,10.7
Hyderabad,2020-10-28T08:30:00+05:30,840,27.6,23.4,177,63,17
Hyderabad,2020-10-28T11:15:00+05:30,310,10.3,62.1,119,63,6.9
Hyderabad,2020-10-28T11:45:00+05:30,270,7.4,59.2,110,55,0
Hyderabad,2020-10-28T12:00:00+05:30,250,8.5,55.1,110,55,11.3
Hyderabad,2020-10-28T12:30:00+05:30,380,7.7,60.4,110,55,14.1
Hyderabad,2020-10-28T12:45:00+05:30,450,8.4,60.9,85,45,16.7
Hyderabad,2020-10-28T13:15:00+05:30,410,8.4,64.4,85,45,19.3
Hyderabad,2020-10-28T13:30:00+05:30,390,7.3,62.5,85,45,20.5
Hyderabad,2020-10-28T13:45:00+05:30,390,7.6,59.1,93,49,24
Hyderabad,2020-10-28T14:00:00+05:30,420,7.9,60.4,93,49,23
Hyderabad,2020-10-28T14:30:00+05:30,380,6.3,59.3,93,49,20.7
Hyderabad,2020-10-28T15:45:00+05:30,410,8.1,58.4,108,56,21.2
Hyderabad,2020-10-28T16:30:00+05:30,450,10.5,60.1,108,56,8.1
Hyderabad,2020-10-26T04:45:00+05:30,390,63.3,0,178,86,5.9
Hyderabad,2020-10-26T05:30:00+05:30,0,69,0,178,86,5.5
Hyderabad,2020-10-26T06:00:00+05:30,780,50.7,0,187,86,5.3
Hyderabad,2020-10-26T06:45:00+05:30,720,35.8,48,174,87,5.9
Hyderabad,2020-10-26T07:15:00+05:30,1370,36,6.9,174,87,6.7
Hyderabad,2020-10-26T07:45:00+05:30,850,35,7.8,174,74,7.2
Hyderabad,2020-10-26T09:00:00+05:30,900,38.9,10.5,184,78,6.4
Hyderabad,2020-10-26T09:45:00+05:30,390,35,19.9,151,72,6.4
Hyderabad,2020-10-26T12:15:00+05:30,580,94,29.2,106,60,6.3
Hyderabad,2020-10-26T19:15:00+05:30,1020,83.2,8.7,182,72,6.2
Hyderabad,2020-10-26T19:45:00+05:30,860,69.8,12.4,184,72,6.2
Hyderabad,2020-10-26T20:15:00+05:30,860,61.9,16.2,184,72,6.3
Hyderabad,2020-10-26T20:30:00+05:30,930,57.6,15.2,184,72,6.4
Hyderabad,2020-10-26T20:45:00+05:30,930,55.3,14.3,122,56,6.4
Hyderabad,2020-10-26T22:00:00+05:30,950,49.5,12,135,66,6.3
Hyderabad,2020-10-26T23:00:00+05:30,850,48.5,13.2,131,59,6.3
Hyderabad,2020-10-27T00:30:00+05:30,810,56.2,10,188,75,6.2
Hyderabad,2020-10-27T01:15:00+05:30,810,56.8,4.7,187,72,6.3
Hyderabad,2020-10-27T01:30:00+05:30,810,56.3,6.5,187,72,6.3
Hyderabad,2020-10-27T03:30:00+05:30,950,63.3,6.5,180,77,6.2
Hyderabad,2020-10-27T04:15:00+05:30,770,59.4,12.6,183,78,6.4
Hyderabad,2020-10-27T05:15:00+05:30,1210,63.5,6.8,177,77,6.4
Hyderabad,2020-10-27T06:15:00+05:30,850,62.1,6.9,171,73,6.5
Hyderabad,2020-10-27T08:00:00+05:30,980,65.3,12.8,188,86,6.6
Hyderabad,2020-10-27T11:15:00+05:30,740,51.3,34.5,107,55,6.3
Hyderabad,2020-10-27T11:30:00+05:30,700,49,36.6,107,55,6.1
Hyderabad,2020-10-27T12:30:00+05:30,560,38.7,38,102,50,6.2
Hyderabad,2020-10-27T13:00:00+05:30,560,39.1,40.1,91,48,6.3
Hyderabad,2020-10-27T18:15:00+05:30,1010,70.6,15.7,153,48,6.2
Hyderabad,2020-10-27T18:45:00+05:30,950,75.5,11.6,176,73,6.3
Hyderabad,2020-10-27T19:00:00+05:30,870,75.9,12.5,176,73,6.2
Hyderabad,2020-10-27T19:15:00+05:30,1000,75.6,10.1,176,73,6.3
Hyderabad,2020-10-27T19:45:00+05:30,1730,105,7.4,171,73,6.2
Hyderabad,2020-10-27T20:15:00+05:30,1040,85.7,7.8,171,73,6.3
Hyderabad,2020-10-27T20:45:00+05:30,1290,83.5,3.1,184,77,6.3
Hyderabad,2020-10-27T21:00:00+05:30,1310,83.2,3,184,77,6.4
Hyderabad,2020-10-27T21:15:00+05:30,1270,83.4,2.9,184,77,6.4
Hyderabad,2020-10-27T21:30:00+05:30,1250,82.9,3.2,184,77,6.3
Hyderabad,2020-10-27T22:30:00+05:30,1030,73.9,7.4,173,77,6.3
Hyderabad,2020-10-27T23:15:00+05:30,1010,66.3,10.3,179,78,6.4
Hyderabad,2020-10-28T01:30:00+05:30,840,56.2,10.9,143,73,6.2
Hyderabad,2020-10-28T01:45:00+05:30,800,55.9,11.4,178,80,6.2
Hyderabad,2020-10-28T02:00:00+05:30,790,55.6,11,178,80,6.2
Hyderabad,2020-10-28T03:00:00+05:30,860,54.2,103.5,159,72,6.3
Hyderabad,2020-10-28T07:15:00+05:30,1630,82.2,3.7,181,79,6.3
Hyderabad,2020-10-28T07:45:00+05:30,1470,84.3,6.1,170,82,6.4
Hyderabad,2020-10-28T08:30:00+05:30,1230,88.3,10,170,82,6.2
Hyderabad,2020-10-28T12:00:00+05:30,660,160.8,37.7,111,54,6.4
Hyderabad,2020-10-28T12:30:00+05:30,550,42.5,31.9,111,54,6.4
Hyderabad,2020-10-28T12:45:00+05:30,490,43,26.6,91,45,6.4
Hyderabad,2020-10-28T13:30:00+05:30,460,42,27.2,91,45,6.4
Hyderabad,2020-10-28T15:45:00+05:30,630,45.4,23.8,107,56,6.1
Hyderabad,2020-10-28T16:15:00+05:30,640,45.4,31.6,107,56,6.3
Delhi,2020-10-26T04:45:00+05:30,3590,45.4,11.25,271.51,173.05,6.3
Delhi,2020-10-26T05:15:00+05:30,3420,45.4,11.81,265.16,160.03,6.3
Delhi,2020-10-26T06:00:00+05:30,2690,45.4,11.6,247.52,173.07,6.3
Delhi,2020-10-26T06:30:00+05:30,2640,45.4,10.99,208.03,151.53,6.3
Delhi,2020-10-26T07:00:00+05:30,2850,45.4,11.31,208.61,145.53,6.3
Delhi,2020-10-26T07:30:00+05:30,3080,45.4,16.28,197.3,150.31,6.3
Delhi,2020-10-26T08:00:00+05:30,3090,45.4,11.43,213.05,156.77,6.3
Delhi,2020-10-26T09:15:00+05:30,2930,45.4,13.17,279.18,192.08,6.3
Delhi,2020-10-26T10:00:00+05:30,2610,45.4,18.43,347.91,247.94,6.3
Delhi,2020-10-26T12:30:00+05:30,1870,45.4,53.6,217.94,134.42,6.3
Delhi,2020-10-26T18:45:00+05:30,2230,45.4,11.71,157.83,76.01,6.3
Delhi,2020-10-26T19:30:00+05:30,2450,45.4,9.8,163.79,88.23,6.3
Delhi,2020-10-26T20:00:00+05:30,2560,45.4,9.81,224.26,133.08,6.3
Delhi,2020-10-26T20:30:00+05:30,3110,45.4,7.23,246,167.07,6.3
Delhi,2020-10-26T20:45:00+05:30,3200,45.4,10.6,256.55,178.5,6.3
Delhi,2020-10-26T22:00:00+05:30,3900,45.4,10.43,388.45,173.25,6.3
Delhi,2020-10-26T23:00:00+05:30,1990,45.4,14.1,260.16,131.64,6.3
Delhi,2020-10-27T00:45:00+05:30,2440,45.4,12.95,275.86,235.68,6.3
Delhi,2020-10-27T01:15:00+05:30,2290,45.4,13.09,275.04,217.41,6.3
Delhi,2020-10-27T01:30:00+05:30,2410,45.4,10.03,261.35,207.5,6.3
Delhi,2020-10-27T01:45:00+05:30,2190,45.4,13.25,251.22,196.62,6.3
Delhi,2020-10-27T03:45:00+05:30,2090,45.4,13.29,312.46,232.54,6.3
Delhi,2020-10-27T04:15:00+05:30,2050,45.4,13.31,315.35,227.47,6.3
Delhi,2020-10-27T05:00:00+05:30,1990,45.4,12.76,264.56,179.23,6.3
Delhi,2020-10-27T05:30:00+05:30,1950,45.4,12.77,255.65,173.53,6.3
Delhi,2020-10-27T06:00:00+05:30,1980,45.4,12.71,255.36,202.66,6.3
Delhi,2020-10-27T06:45:00+05:30,1870,45.4,13.78,233.33,189.85,6.3
Delhi,2020-10-27T07:15:00+05:30,2110,45.4,13.5,237.38,180.66,6.3
Delhi,2020-10-27T08:00:00+05:30,2180,45.4,14.53,268.68,208.19,6.3
Delhi,2020-10-27T09:45:00+05:30,2080,45.4,25.39,287.53,200.94,6.3
Delhi,2020-10-27T10:15:00+05:30,1930,45.4,28.03,278.09,195.14,6.3
Delhi,2020-10-27T10:45:00+05:30,1850,45.4,31.19,288.31,177.99,6.3
Delhi,2020-10-27T11:30:00+05:30,1890,45.4,30,257.6,160.88,6.3
Delhi,2020-10-27T12:00:00+05:30,1730,45.4,45.54,232.88,142.43,6.3
Delhi,2020-10-27T12:30:00+05:30,1770,45.4,53.52,219.26,145.46,6.3
Delhi,2020-10-27T13:15:00+05:30,1670,45.4,42.75,225.92,135.29,6.3
Delhi,2020-10-27T18:30:00+05:30,1740,45.4,8.43,156.57,57.96,6.3
Delhi,2020-10-27T18:45:00+05:30,2050,45.4,8.71,160.94,77.24,6.3
Delhi,2020-10-27T19:15:00+05:30,2230,45.4,12.54,163.87,79.15,6.3
Delhi,2020-10-27T20:00:00+05:30,3650,45.4,10.14,204.46,88.07,6.3
Delhi,2020-10-27T20:30:00+05:30,4180,45.4,10.83,313.51,133.5,6.3
Delhi,2020-10-27T21:00:00+05:30,3250,45.4,10.54,352.09,156.34,6.3
Delhi,2020-10-27T21:30:00+05:30,5160,45.4,11.68,231.69,122.88,6.3
Delhi,2020-10-27T22:45:00+05:30,5310,45.4,10.8,359.66,173.16,6.3
Delhi,2020-10-27T23:30:00+05:30,4310,45.4,10.9,341.81,155.04,6.3
Delhi,2020-10-28T01:00:00+05:30,3810,45.4,11.76,271.2,143.37,6.3
Delhi,2020-10-28T01:15:00+05:30,3810,45.4,12.1,265.38,145.79,6.3
Delhi,2020-10-28T01:30:00+05:30,3390,45.4,11.96,270.83,141.2,6.3
Delhi,2020-10-28T02:15:00+05:30,2210,45.4,11.83,256.02,177.86,6.3
Delhi,2020-10-28T02:45:00+05:30,2710,45.4,12.74,279.79,222.34,6.3
Delhi,2020-10-28T03:15:00+05:30,2460,45.4,11.82,315.6,228.55,6.3
Delhi,2020-10-28T03:30:00+05:30,2300,45.4,12.24,318.48,209.95,6.3
Delhi,2020-10-28T05:15:00+05:30,2450,45.4,11.55,335.85,193.11,6.3
Delhi,2020-10-28T06:30:00+05:30,1840,45.4,10.85,206.83,154.4,6.3
Delhi,2020-10-28T07:30:00+05:30,1770,45.4,10.25,195.65,136.75,6.3
Delhi,2020-10-28T08:00:00+05:30,1850,45.4,9.44,189.72,117.55,6.3
Delhi,2020-10-28T08:45:00+05:30,1620,45.4,15.36,197.1,119.04,6.3
Delhi,2020-10-28T11:15:00+05:30,1980,45.4,37.6,233.95,161.13,6.3
Delhi,2020-10-28T11:45:00+05:30,540,45.4,35.15,219.44,158.85,6.3
Delhi,2020-10-28T12:15:00+05:30,960,45.4,43.55,247.85,150.96,6.3
Delhi,2020-10-28T12:45:00+05:30,580,45.4,48.96,222.64,144.42,6.3
Delhi,2020-10-28T13:00:00+05:30,60,45.4,56.51,224.84,131.7,6.3
Delhi,2020-10-28T13:30:00+05:30,-10,45.4,65.74,253.98,142.21,6.3
Delhi,2020-10-28T14:00:00+05:30,220,45.4,51.95,246.34,136.96,6.3
Delhi,2020-10-28T14:15:00+05:30,170,45.4,58.61,239.3,133.57,6.3
Delhi,2020-10-28T14:45:00+05:30,240,45.4,66.71,220.09,131.6,6.3
Delhi,2020-10-28T15:15:00+05:30,180,45.4,78.77,209.96,165.25,6.3
Delhi,2020-10-28T15:30:00+05:30,310,45.4,67.93,194.77,165.03,6.3
Delhi,2020-10-28T16:00:00+05:30,300,45.4,69.43,181.71,143.76,6.3
Delhi,2020-10-28T16:30:00+05:30,370,45.4,37.59,167.51,137.32,6.3
Delhi,2020-10-28T17:00:00+05:30,550,45.4,20.36,169.73,142.86,6.3
Patna,2020-10-26T05:15:00+05:30,1570,45.4,28.3,169.73,119,10.6
Patna,2020-10-26T06:00:00+05:30,1510,45.4,27.9,169.73,124,10.6
Patna,2020-10-26T06:45:00+05:30,1590,45.4,26.2,169.73,138,13.5
Patna,2020-10-26T07:15:00+05:30,1560,45.4,27.6,169.73,138,14
Patna,2020-10-26T07:45:00+05:30,1520,45.4,27,169.73,124,14
Patna,2020-10-26T09:00:00+05:30,1410,45.4,27.5,169.73,116,9.6
Patna,2020-10-26T09:45:00+05:30,1450,45.4,27.4,169.73,113,9.6
Patna,2020-10-26T12:15:00+05:30,1370,45.4,26.6,169.73,104,10.9
Patna,2020-10-26T19:00:00+05:30,1770,45.4,27.1,169.73,171,10.1
Patna,2020-10-26T19:45:00+05:30,2110,45.4,26.9,169.73,163,10.1
Patna,2020-10-26T20:00:00+05:30,2160,45.4,27,169.73,163,10.1
Patna,2020-10-26T20:15:00+05:30,2280,45.4,27.8,169.73,163,12.8
Patna,2020-10-26T21:15:00+05:30,2480,45.4,28.7,169.73,159,14.4
Patna,2020-10-26T23:00:00+05:30,2420,45.4,26.7,169.73,144,14.3
Patna,2020-10-27T00:30:00+05:30,2190,45.4,26.2,169.73,131,12.7
Patna,2020-10-27T01:15:00+05:30,2000,45.4,26.4,169.73,110,13.7
Patna,2020-10-27T01:30:00+05:30,1990,45.4,26.4,169.73,110,13.1
Patna,2020-10-27T02:45:00+05:30,1750,45.4,27.3,169.73,120,11.4
Patna,2020-10-27T04:15:00+05:30,1580,45.4,27.1,169.73,118,14.5
Patna,2020-10-27T05:15:00+05:30,1560,45.4,26.4,169.73,139,15.5
Patna,2020-10-27T05:30:00+05:30,1560,45.4,26.4,169.73,139,15.7
Patna,2020-10-27T05:45:00+05:30,1580,45.4,27.3,169.73,155,15.7
Patna,2020-10-27T07:45:00+05:30,1670,45.4,27.2,169.73,157,15.7
Patna,2020-10-27T11:15:00+05:30,1530,45.4,28.4,169.73,120,13.4
Patna,2020-10-27T11:30:00+05:30,1530,45.4,28.2,169.73,120,14.2
Patna,2020-10-27T12:00:00+05:30,1500,45.4,27.6,169.73,121,14.2
Patna,2020-10-27T18:15:00+05:30,2550,45.4,26.9,169.73,122,14.2
Patna,2020-10-27T18:45:00+05:30,2990,45.4,25.6,169.73,229,14.4
Patna,2020-10-27T19:00:00+05:30,3150,45.4,26.9,169.73,229,14.6
Patna,2020-10-27T19:15:00+05:30,3440,45.4,27.2,169.73,229,14.8
Patna,2020-10-27T19:45:00+05:30,3800,45.4,27.5,169.73,243,14.8
Patna,2020-10-27T20:30:00+05:30,3970,45.4,25.4,169.73,243,10.2
Patna,2020-10-27T20:45:00+05:30,3940,45.4,27,169.73,191,10.1
Patna,2020-10-27T21:00:00+05:30,3890,45.4,27.1,169.73,191,9.7
Patna,2020-10-27T21:30:00+05:30,3880,45.4,25.7,169.73,191,10.8
Patna,2020-10-27T22:30:00+05:30,3540,45.4,25.7,169.73,176,9.5
Patna,2020-10-27T23:15:00+05:30,3230,45.4,29.2,169.73,159,9.9
Patna,2020-10-28T01:30:00+05:30,2190,45.4,26.5,169.73,135,12
Patna,2020-10-28T01:45:00+05:30,2110,45.4,27.4,169.73,130,12
Patna,2020-10-28T02:00:00+05:30,1980,45.4,27.3,169.73,130,12
Patna,2020-10-28T06:30:00+05:30,1470,45.4,27.9,169.73,129,12.9
Patna,2020-10-28T07:30:00+05:30,1470,45.4,27.9,169.73,129,10.6
Patna,2020-10-28T07:45:00+05:30,1360,45.4,27.4,169.73,155,10.6
Patna,2020-10-28T11:00:00+05:30,1200,45.4,27.5,169.73,69,13.8
